"","year","day","depth","temp","oxygen","pH"
"1",1981,165,-250,9.70376284829032,194.43001041325,7.86591809129521
"2",1981,165,-245,9.77817081944758,197.918090735727,7.87435354304088
"3",1981,165,-240,9.85505446544659,201.442280985466,7.88273051162682
"4",1981,165,-235,9.93370561866388,204.959565436771,7.89097841664611
"5",1981,165,-230,10.0133331126631,208.42328645729,7.89902246403609
"6",1981,165,-225,10.0931457810078,211.786786414672,7.9067878597341
"7",1981,165,-220,10.1723908013327,215.005399678071,7.91420337093358
"8",1981,165,-215,10.2509861726901,218.069310261909,7.9212600682512
"9",1981,165,-210,10.3294209368527,220.998368252286,7.92800205864886
"10",1981,165,-205,10.4082023615533,223.813370586739,7.93447514184846
"11",1981,165,-200,10.4878377145242,226.535114202804,7.94072511757191
"12",1981,165,-195,10.5687935906381,229.186168429004,7.94680128689734
"13",1981,165,-190,10.6512960937387,231.799582410961,7.95277365376867
"14",1981,165,-185,10.7354832571732,234.412243120176,7.95871980375013
"15",1981,165,-180,10.8214929820211,237.061043291957,7.96471733379236
"16",1981,165,-175,10.9094620360866,239.782847758651,7.97084379955803
"17",1981,165,-170,10.9992136198603,242.606800844661,7.97716533268886
"18",1981,165,-165,11.0898313458142,245.543837083643,7.98372111983377
"19",1981,165,-160,11.1802922510316,248.60226695981,7.99054646484071
"20",1981,165,-155,11.2695733725957,251.790400957376,7.99767667155763
"21",1981,165,-150,11.3566582272939,255.114700836349,8.005142567417
"22",1981,165,-145,11.4406869338551,258.536948259737,8.01286679352669
"23",1981,165,-140,11.5209605369227,261.97301112106,8.02066081751232
"24",1981,165,-135,11.5967874258398,265.33666179775,8.02833103301356
"25",1981,165,-130,11.6674759899492,268.541672667241,8.03568383367009
"26",1981,165,-125,11.7324506286769,271.507857824257,8.04253847773631
"27",1981,165,-120,11.7919962792274,274.199847519532,8.04880965040428
"28",1981,165,-115,11.8467848107462,276.602423126333,8.05445494460483
"29",1981,165,-110,11.8974899441822,278.700462458446,8.05943215861937
"30",1981,165,-105,11.9447852807906,280.478855126978,8.06369912038878
"31",1981,165,-100,11.989216160005,281.935132566144,8.06724544048372
"32",1981,165,-95,12.0309557839123,283.103505047682,8.07015294322474
"33",1981,165,-90,12.0701102460343,284.024797240331,8.07252008209488
"34",1981,165,-85,12.1067856398928,284.739833812828,8.07444531057723
"35",1981,165,-80,12.1410802473066,285.289190807955,8.07602613790769
"36",1981,165,-75,12.172817792109,285.704705810056,8.07732688586039
"37",1981,165,-70,12.201481326068,286.007373707793,8.0783706971444
"38",1981,165,-65,12.2265326731752,286.217513765544,8.07917814854078
"39",1981,165,-60,12.2474336574219,286.355445247684,8.0797698168306
"40",1981,165,-55,12.2637305998779,286.440846416455,8.08016761522804
"41",1981,165,-50,12.2757652018747,286.487361710716,8.08040603693875
"42",1981,165,-45,12.2843155787725,286.505324894807,8.08052647763379
"43",1981,165,-40,12.2901643369314,286.505035663948,8.08057040401534
"44",1981,165,-35,12.2940940785389,286.496793629634,8.08057928245354
"45",1981,165,-30,12.2967883853676,286.488911618419,8.08058670020054
"46",1981,165,-25,12.2985753054856,286.482568887368,8.08059795446344
"47",1981,165,-20,12.2997031217361,286.477344252382,8.08061199547915
"48",1981,165,-15,12.3004201169619,286.472816529359,8.08062777348457
"49",1981,165,-10,12.3009728695863,286.468567425557,8.08064424592308
"50",1982,165,-250,10.5564222971963,230.377351006268,7.96279316014841
"51",1982,165,-245,10.643760439552,234.801416028964,7.97265870329264
"52",1982,165,-240,10.7307305837763,239.060065575793,7.98209283640817
"53",1982,165,-235,10.8171382521194,243.136569395115,7.99107852700742
"54",1982,165,-230,10.9027954744796,247.014456476915,7.99960029335912
"55",1982,165,-225,10.9875142807555,250.677255811177,8.00764265373199
"56",1982,165,-220,11.0711039333334,254.108651607143,8.01519139326089
"57",1982,165,-215,11.1533252775594,257.295043602117,8.02225446063583
"58",1982,165,-210,11.2338979433424,260.225143150912,8.02885867147104
"59",1982,165,-205,11.3125402451185,262.887735388195,8.03503144355599
"60",1982,165,-200,11.3889704973242,265.27160544863,8.04080019468014
"61",1982,165,-195,11.4629156683878,267.368213733708,8.04618948231448
"62",1982,165,-190,11.5341538961787,269.184838998341,8.05120695140046
"63",1982,165,-185,11.6024820573858,270.734552854846,8.05585405332267
"64",1982,165,-180,11.6676970568407,272.030435615499,8.06013223016397
"65",1982,165,-175,11.7295967497661,273.085609857188,8.06404303794528
"66",1982,165,-170,11.7882419563574,273.924892408277,8.06761955837125
"67",1982,165,-165,11.8443137328298,274.600682462676,8.07096923044368
"68",1982,165,-160,11.8985825120427,275.169353861335,8.07421020812683
"69",1982,165,-155,11.9518187268554,275.687280445205,8.07746064538493
"70",1982,165,-150,12.0047800978177,276.210135853421,8.08083599890161
"71",1982,165,-145,12.0579171134872,276.776671198222,8.08438653729187
"72",1982,165,-140,12.1113645473762,277.408247813153,8.08809554117927
"73",1982,165,-135,12.165242763682,278.125433357846,8.09194323383842
"74",1982,165,-130,12.2196721266018,278.948795491935,8.09590983854397
"75",1982,165,-125,12.2746130952807,279.890975002666,8.09996271111749
"76",1982,165,-120,12.3288399876684,280.905812847291,8.1039737593886
"77",1982,165,-115,12.3805937855541,281.920711245678,8.10777197398134
"78",1982,165,-110,12.4281129182529,282.862945885511,8.11118614012383
"79",1982,165,-105,12.4696364613478,283.65981520154,8.1140451024147
"80",1982,165,-100,12.5040960207091,284.26299303127,8.11624132591894
"81",1982,165,-95,12.5324325014735,284.694875720283,8.11785186337774
"82",1982,165,-90,12.5559491513144,284.990613201162,8.11898705474236
"83",1982,165,-85,12.5759492179055,285.185355406488,8.1197572399641
"84",1982,165,-80,12.5937204920677,285.313930584608,8.12027184681934
"85",1982,165,-75,12.6100075025078,285.399860745527,8.12060824286611
"86",1982,165,-70,12.6248806972783,285.452639097435,8.12080401528314
"87",1982,165,-65,12.6383685214766,285.480884693285,8.12089427247532
"88",1982,165,-60,12.6504994201999,285.493216586029,8.12091412284755
"89",1982,165,-55,12.6612980794426,285.497771205133,8.12089700197095
"90",1982,165,-50,12.67075380035,285.498141992281,8.12086059884895
"91",1982,165,-45,12.6788364688957,285.495429715278,8.12081396256346
"92",1982,165,-40,12.6855157712578,285.490709490605,8.12076605328566
"93",1982,165,-35,12.6907613962868,285.485056426171,8.12072583108955
"94",1982,165,-30,12.6946064465398,285.479342300105,8.12069995061973
"95",1982,165,-25,12.6973117120677,285.473708833081,8.12068678885536
"96",1982,165,-20,12.6991890654036,285.468133954846,8.12068286565252
"97",1982,165,-15,12.7005503790806,285.462595595142,8.12068470086727
"98",1982,165,-10,12.7017053846796,285.457071835223,8.12068883824629
"99",1983,165,-250,10.120532104831,147.026275784009,7.74248462177421
"100",1983,165,-245,10.2055593271657,150.047568939542,7.74845703222101
"101",1983,165,-240,10.2913020466812,153.28457068099,7.75478147129682
"102",1983,165,-235,10.3786243082808,156.776791019586,7.7615663417954
"103",1983,165,-230,10.4685085674614,160.563391429953,7.76892168250326
"104",1983,165,-225,10.56193727972,164.68353338671,7.77695753220689
"105",1983,165,-220,10.6598190055096,169.172951733337,7.78577666393948
"106",1983,165,-215,10.7617695271119,174.007433125799,7.79535473791582
"107",1983,165,-210,10.8663041378481,179.11173279022,7.8055592084291
"108",1983,165,-205,10.9719030067546,184.408977183561,7.81625407616623
"109",1983,165,-200,11.0770463028678,189.822292762782,7.82730334181412
"110",1983,165,-195,11.1803493230251,195.283712595563,7.83858666124906
"111",1983,165,-190,11.2812263495325,200.777932876434,7.85007625656036
"112",1983,165,-185,11.3793842620833,206.30893562419,7.86177824861669
"113",1983,165,-180,11.4745303798061,211.880731821901,7.87369880919732
"114",1983,165,-175,11.5663715534937,217.497216307068,7.88584383160641
"115",1983,165,-170,11.6544850494989,223.130147445155,7.89814215748508
"116",1983,165,-165,11.738142492945,228.675485683233,7.91034089241905
"117",1983,165,-160,11.8165714657424,234.018268910929,7.92216095364283
"118",1983,165,-155,11.8889995498012,239.043535017868,7.93332325839098
"119",1983,165,-150,11.9546764168932,243.638644065472,7.94355431158742
"120",1983,165,-145,12.0133856081228,247.747078526859,7.95271566182786
"121",1983,165,-140,12.065459274717,251.369992895735,7.96080763010182
"122",1983,165,-135,12.1112546066076,254.511173831452,7.96783687100605
"123",1983,165,-130,12.1511287937265,257.174407993362,7.97381003913733
"124",1983,165,-125,12.185467111814,259.368866951339,7.97874594603346
"125",1983,165,-120,12.2148631710789,261.143666380281,7.98275358079945
"126",1983,165,-115,12.240004257176,262.565882410124,7.98598247995371
"127",1983,165,-110,12.2615781040782,263.702677127086,7.98858237406906
"128",1983,165,-105,12.280272359275,264.62120182132,7.99070296825207
"129",1983,165,-100,12.2966819960564,265.377038886035,7.99246667840153
"130",1983,165,-95,12.3111331038754,265.992204852329,7.99391674382836
"131",1983,165,-90,12.3239032836132,266.482663225832,7.99508212570869
"132",1983,165,-85,12.3352701361511,266.864377512175,7.99599178521866
"133",1983,165,-80,12.345509241863,267.153302349259,7.99667481617725
"134",1983,165,-75,12.3548251663323,267.365080700853,7.99716497440296
"135",1983,165,-70,12.3633343598573,267.514968804879,7.997501800332
"136",1983,165,-65,12.3711477821435,267.6181988018,7.99772519484864
"137",1983,165,-60,12.3783763928961,267.690002832081,7.99787505883713
"138",1983,165,-55,12.3851154275297,267.744738496667,7.99798897735706
"139",1983,165,-50,12.3913121069826,267.788531260115,7.99808273635661
"140",1983,165,-45,12.3968324387201,267.822989728852,7.99816016091635
"141",1983,165,-40,12.401541594465,267.849676027729,7.99822495303127
"142",1983,165,-35,12.4053047487844,267.870152277231,7.9982808146764
"143",1983,165,-30,12.4080545717719,267.885876960111,7.99833097361352
"144",1983,165,-25,12.4099660768261,267.897936446906,7.99837695493742
"145",1983,165,-20,12.4112686479102,267.907333623477,7.99841990174363
"146",1983,165,-15,12.4121916689874,267.91507137569,7.99846095712766
"147",1983,165,-10,12.4129629493387,267.922145704763,7.99850125633789
"148",1984,165,-250,9.02504525631137,184.931736248947,7.86294772373601
"149",1984,165,-245,9.083569839591,188.644910083975,7.87091432501615
"150",1984,165,-240,9.14352084235966,192.346291501313,7.87871256585939
"151",1984,165,-235,9.20521818884831,196.03819055843,7.88636108733398
"152",1984,165,-230,9.26899980229645,199.722802688433,7.89388010938641
"153",1984,165,-225,9.33520360594357,203.402323324427,7.90128985196321
